playerID,year,stint,tmID,lgID,GP,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgRatio,ftRatio,threeRatio,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ
abrossv01w,2,0,MIN,WNBA,26,23,846,343,43,131,174,53,42,9,85,70,0.39,0.73,0.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abrossv01w,3,0,MIN,WNBA,27,27,805,314,45,101,146,60,42,10,92,73,0.38,0.48,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abrossv01w,4,0,MIN,WNBA,30,25,792,318,44,97,141,82,44,11,90,79,0.39,0.7,0.3,0,3,3,69,23,1,4,5,4,4,1,8,8,22,6,8,8,7,3,0
abrossv01w,5,0,MIN,WNBA,22,11,462,146,17,57,74,45,30,2,43,42,0.35,0.61,0.38,0,2,2,67,20,3,6,9,3,1,2,3,7,23,8,4,2,8,2,0
abrossv01w,6,0,MIN,WNBA,31,31,777,304,29,78,107,60,48,6,80,86,0.39,0.73,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abrossv01w,7,0,MIN,WNBA,34,2,724,263,44,62,106,54,34,1,61,66,0.41,0.66,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abrossv01w,8,0,MIN,WNBA,34,29,843,345,53,97,150,85,44,4,68,86,0.44,0.84,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abrossv01w,9,0,CON,WNBA,6,0,107,34,3,17,20,12,8,0,11,13,0.31,0.83,0.17,0,3,2,63,24,3,8,11,4,4,0,3,8,24,11,4,2,5,0,0
adamsjo01w,4,0,MIN,WNBA,10,0,96,33,10,13,23,4,2,3,10,10,0.39,1.0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aguilel01w,3,0,UTA,WNBA,28,0,141,43,0,11,11,16,3,2,11,5,0.42,0.57,0.52,0,2,0,4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
ajavoma01w,9,0,HOU,WNBA,34,2,604,273,33,27,60,59,31,6,55,85,0.33,0.79,0.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ajavoma01w,10,0,WAS,WNBA,34,4,587,272,27,37,64,37,37,4,50,84,0.34,0.67,0.34,1,2,0,34,19,1,4,5,3,4,0,2,6,16,6,6,5,8,2,0
aldrima01w,1,0,WAS,WNBA,29,0,272,63,8,16,24,28,9,4,27,30,0.46,0.32,0.5,0,2,0,49,14,1,3,4,7,1,0,1,3,11,5,8,4,3,0,0
aldrima01w,2,0,WAS,WNBA,5,0,35,7,2,0,2,2,0,0,4,5,0.33,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alhalta01w,2,0,ORL,WNBA,26,1,252,49,15,23,38,14,11,0,28,20,0.33,0.5,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allench01w,9,0,SAC,WNBA,6,0,49,16,2,4,6,3,1,0,6,5,0.44,0.0,0.33,0,2,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
amachma01w,2,0,NYL,WNBA,2,0,3,1,1,0,1,0,0,1,1,2,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amachma01w,4,0,SEA,WNBA,7,0,47,8,4,10,14,0,5,2,9,3,0.3,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amachma01w,6,0,WAS,WNBA,3,0,3,2,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ambermo01w,3,0,SAC,WNBA,2,0,4,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anderam01w,7,1,CON,WNBA,1,0,1,0,0,2,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anderam01w,7,2,NYL,WNBA,3,0,9,0,1,1,2,0,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anderch01w,4,0,SAC,WNBA,26,0,171,42,7,17,24,5,5,5,17,33,0.43,0.33,0.0,1,5,0,29,7,0,3,3,0,0,2,4,7,5,3,2,1,0,0,0
anderch01w,5,0,SAC,WNBA,30,0,231,77,14,20,34,5,3,6,25,46,0.39,0.73,0.0,0,2,0,11,2,0,2,2,1,0,0,1,1,2,1,0,0,0,0,0
anderch01w,6,0,SAS,WNBA,34,19,669,203,28,62,90,11,8,15,55,106,0.47,0.8,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anderch01w,7,0,SAS,WNBA,23,20,414,153,28,57,85,15,7,10,29,73,0.53,0.78,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anderch01w,8,0,SAS,WNBA,11,1,86,28,6,14,20,3,1,5,5,11,0.5,0.67,0.0,0,2,0,5,2,1,0,1,0,0,0,0,3,1,0,2,2,0,0,0
anderjo01w,9,0,CON,WNBA,24,7,367,97,11,47,58,26,7,1,16,17,0.28,0.73,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anderke01w,1,0,WAS,WNBA,30,9,434,75,12,34,46,75,25,3,47,53,0.43,0.78,0.38,0,2,2,30,2,2,3,5,5,0,0,4,1,3,1,2,0,0,0,0
anderke01w,2,0,CHA,WNBA,18,0,102,12,3,12,15,14,6,0,17,8,0.12,0.8,0.0,0,2,0,7,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0
anderke01w,3,0,CHA,WNBA,7,0,31,7,2,4,6,5,0,0,3,4,0.25,0.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andrame01w,1,0,CLE,WNBA,32,18,797,265,32,63,95,75,41,10,65,91,0.46,0.75,0.36,1,6,5,166,21,5,12,17,14,6,3,11,17,33,8,9,5,9,0,0
andrame01w,2,0,CLE,WNBA,32,32,893,152,21,66,87,100,51,10,61,77,0.34,0.67,0.2,0,3,3,72,13,5,4,9,1,2,2,7,9,17,6,0,0,2,1,0
andrame01w,3,0,CLE,WNBA,32,16,665,91,17,39,56,67,29,6,41,82,0.31,0.78,0.19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andrame01w,5,0,CHA,WNBA,12,0,65,9,1,3,4,7,0,1,3,12,0.43,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anosini01w,9,0,MIN,WNBA,34,34,920,314,78,153,231,45,75,43,42,125,0.44,0.7,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anosini01w,10,0,MIN,WNBA,30,29,896,396,73,149,222,81,81,28,61,88,0.49,0.7,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arcaija01w,1,0,HOU,WNBA,32,32,977,268,36,83,119,60,42,3,53,66,0.47,0.84,0.2,1,6,6,201,50,6,21,27,12,10,0,16,14,47,21,7,6,7,2,0
arcaija01w,2,0,HOU,WNBA,32,32,1154,591,49,87,136,94,60,3,83,82,0.43,0.9,0.33,1,2,2,71,29,2,9,11,5,2,0,5,5,34,13,2,2,8,1,0
arcaija01w,3,0,HOU,WNBA,32,32,1116,364,42,84,126,86,51,6,71,49,0.42,0.88,0.27,0,3,3,119,39,2,9,11,4,5,1,5,11,35,15,8,7,7,2,0
arcaija01w,4,0,HOU,WNBA,34,34,1136,390,24,112,136,67,41,1,50,64,0.47,0.84,0.24,0,3,3,107,37,6,8,14,3,8,0,7,5,31,12,13,12,5,1,0
arcaija01w,6,0,HOU,WNBA,34,34,1079,342,20,73,93,53,55,6,56,85,0.42,0.88,0.19,0,5,5,138,44,1,9,10,6,6,0,2,5,33,16,12,12,1,0,0
askamma01w,1,0,MIA,WNBA,32,32,869,251,96,135,231,29,17,21,49,95,0.41,0.68,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
askamma01w,2,0,MIA,WNBA,30,11,431,74,35,52,87,15,12,11,19,62,0.48,0.56,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
askamma01w,3,2,LAS,WNBA,20,4,215,61,24,25,49,4,11,4,11,25,0.47,0.64,0.0,0,4,3,24,2,1,2,3,0,0,0,0,4,5,0,2,2,0,0,0
askamma01w,3,1,MIA,WNBA,6,1,72,11,6,5,11,3,1,1,1,9,0.4,0.27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atkinla01w,7,0,IND,WNBA,33,1,417,99,25,51,76,22,18,5,34,31,0.44,0.46,0.29,0,2,0,29,6,10,7,17,3,1,2,2,2,9,2,4,2,0,0,0
atkinla01w,8,0,SAC,WNBA,28,0,226,58,13,31,44,15,10,5,33,15,0.47,0.74,0.0,0,2,0,7,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0
atkinla01w,9,0,SAC,WNBA,5,1,73,14,3,11,14,8,5,2,10,5,0.38,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atkinla01w,10,0,SEA,WNBA,2,1,46,5,6,12,18,5,10,1,4,5,0.25,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atunrmo01w,9,0,SAS,WNBA,33,0,348,71,16,32,48,23,16,13,26,21,0.28,0.69,0.29,0,8,0,44,10,0,7,7,4,1,1,1,4,8,4,2,0,4,2,0
augusse01w,7,0,MIN,WNBA,34,34,1124,744,15,113,128,50,21,18,71,58,0.46,0.9,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augusse01w,8,0,MIN,WNBA,34,34,1093,769,37,99,136,79,41,21,83,58,0.51,0.87,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augusse01w,9,0,MIN,WNBA,31,31,1042,591,28,92,120,83,32,12,52,46,0.47,0.89,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augusse01w,10,0,MIN,WNBA,6,6,178,126,4,21,25,9,12,3,13,5,0.57,0.9,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aycocan01w,1,2,MIN,WNBA,3,0,6,0,0,3,3,4,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aycocan01w,1,1,SEA,WNBA,1,0,7,0,1,1,2,0,0,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
azizle01w,4,0,IND,WNBA,7,0,44,10,2,7,9,1,0,4,3,5,0.29,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
azzije01w,1,0,UTA,WNBA,15,15,559,144,5,36,41,92,12,5,28,43,0.45,0.93,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
azzije01w,2,0,UTA,WNBA,32,32,1205,276,10,88,98,171,22,10,69,89,0.41,0.92,0.51,1,2,2,75,9,0,3,3,10,1,1,5,7,12,3,1,1,7,2,0
azzije01w,3,0,UTA,WNBA,32,32,1151,306,15,54,69,158,27,14,67,102,0.46,0.8,0.45,0,5,5,186,40,2,11,13,34,4,5,8,20,33,13,8,7,19,7,0
azzije01w,4,0,SAS,WNBA,34,34,1136,260,10,81,91,111,27,9,61,98,0.4,0.78,0.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
badertr01w,1,0,CLE,WNBA,25,0,201,47,2,9,11,21,17,1,18,16,0.35,0.83,0.33,0,5,0,36,8,0,1,1,1,2,0,1,1,9,3,1,0,3,2,0
badertr01w,2,0,CLE,WNBA,19,0,114,21,2,10,12,11,5,0,8,7,0.4,0.0,0.38,0,1,0,4,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0
badertr01w,3,0,CLE,WNBA,18,0,132,14,1,6,7,15,6,1,7,3,0.15,0.83,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bakersh01w,7,0,NYL,WNBA,34,16,614,251,23,33,56,35,46,2,50,69,0.39,0.86,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bakersh01w,8,2,LAS,WNBA,24,11,492,203,17,52,69,77,36,2,65,58,0.33,0.83,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bakersh01w,8,1,NYL,WNBA,3,0,13,5,0,1,1,0,0,0,0,1,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bakersh01w,9,0,IND,WNBA,13,0,110,49,7,15,22,15,9,1,11,15,0.32,0.74,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bakersh01w,10,0,DET,WNBA,1,0,11,7,1,0,1,1,1,0,1,1,0.67,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
balesal01w,8,0,IND,WNBA,17,0,169,55,12,33,45,2,4,13,7,14,0.57,0.88,0.0,0,4,0,17,0,0,2,2,1,0,0,1,2,4,0,0,0,0,0,0
balesal01w,9,2,ATL,WNBA,17,9,389,82,20,82,102,11,15,29,10,37,0.41,0.68,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
balesal01w,9,1,IND,WNBA,14,0,126,37,7,15,22,2,5,14,3,18,0.39,0.78,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
banchrh01w,1,0,SAC,WNBA,9,0,21,6,2,1,3,1,0,0,2,3,0.29,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baranel01w,2,0,MIA,WNBA,32,30,984,378,40,151,191,63,33,57,62,81,0.43,0.93,0.38,2,3,3,105,44,7,11,18,7,2,2,9,9,33,15,11,8,11,6,0
baranel01w,4,0,NYL,WNBA,33,7,850,278,45,136,181,64,36,43,62,69,0.42,0.89,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baranel01w,5,0,NYL,WNBA,34,33,1048,394,33,213,246,67,37,58,80,88,0.46,0.92,0.46,0,5,5,154,42,7,27,34,10,4,9,12,18,38,15,10,8,13,4,0
baranel01w,6,0,NYL,WNBA,33,33,953,288,39,188,227,59,25,46,59,79,0.44,0.85,0.39,1,2,2,59,9,1,7,8,2,3,2,1,4,10,3,2,2,3,1,0
barksla01w,2,0,POR,WNBA,5,0,35,2,1,5,6,4,2,0,1,3,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barksla01w,3,0,POR,WNBA,17,3,285,100,18,22,40,12,8,7,23,31,0.36,0.88,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barksla01w,4,0,SAS,WNBA,26,0,168,59,8,25,33,5,1,3,10,21,0.27,1.0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barnead01w,1,0,CLE,WNBA,5,0,18,8,2,0,2,4,0,0,2,2,0.6,0.5,0.0,0,4,0,6,2,0,1,1,2,0,0,1,0,2,1,0,0,1,0,0
barnead01w,2,0,CLE,WNBA,3,0,3,2,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barnead01w,3,0,SEA,WNBA,26,17,493,90,45,57,102,28,32,9,25,64,0.33,0.52,0.25,1,2,2,50,10,3,5,8,3,3,0,7,4,9,4,0,0,4,2,0
barnead01w,4,0,SEA,WNBA,16,16,396,88,26,39,65,23,11,7,18,36,0.38,0.57,0.39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barnead01w,5,0,SEA,WNBA,34,2,402,67,33,30,63,31,23,2,24,38,0.3,0.71,0.5,0,6,0,39,7,4,4,8,5,3,1,1,10,11,3,4,1,0,0,0
barnequ01w,1,0,SEA,WNBA,31,23,705,209,27,57,84,33,19,33,62,103,0.42,0.54,0.11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barnequ01w,2,0,SEA,WNBA,20,3,229,68,14,20,34,11,9,6,16,29,0.39,0.78,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barnequ01w,3,0,PHO,WNBA,2,0,13,3,0,1,1,0,1,2,0,1,0.0,0.75,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
batkosu01w,6,0,SEA,WNBA,29,0,461,199,26,68,94,26,17,24,32,85,0.44,0.78,0.29,1,3,0,43,14,2,8,10,0,0,2,5,8,12,6,5,2,0,0,0
batkosu01w,10,0,SEA,WNBA,20,0,147,47,9,20,29,4,5,6,24,29,0.49,0.25,0.27,0,3,0,86,38,0,10,10,0,4,7,7,9,28,14,4,3,13,7,0
batteja01w,6,0,MIN,WNBA,8,0,46,0,0,5,5,3,0,1,3,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
batteja01w,7,0,DET,WNBA,26,1,178,36,13,12,25,7,2,3,4,21,0.28,0.57,0.14,0,4,0,9,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0
battlas01w,6,0,SEA,WNBA,2,0,8,2,0,2,2,0,0,0,1,1,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
battlas01w,7,0,NYL,WNBA,33,2,455,143,13,49,62,29,31,3,38,32,0.38,0.8,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
battlas01w,8,0,NYL,WNBA,34,5,757,252,32,94,126,56,35,2,48,50,0.36,0.78,0.31,0,3,0,63,11,0,7,7,4,1,0,1,8,14,5,2,1,2,0,0
battlas01w,9,0,NYL,WNBA,34,0,336,121,18,35,53,24,15,1,28,26,0.38,0.72,0.37,0,6,0,93,19,2,11,13,9,5,1,3,5,22,8,0,0,9,3,0
battlas01w,10,0,NYL,WNBA,34,3,548,177,17,68,85,40,31,2,52,48,0.43,0.7,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bauerca01w,1,0,CHA,WNBA,29,18,398,76,20,36,56,14,8,3,28,72,0.4,0.86,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bauerca01w,2,0,WAS,WNBA,15,0,102,15,8,10,18,3,2,1,6,12,0.29,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bauerca01w,3,0,SAC,WNBA,25,2,233,43,14,27,41,1,2,5,25,34,0.3,0.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beardal01w,5,0,WAS,WNBA,34,34,1025,446,28,115,143,91,69,34,80,98,0.42,0.72,0.38,0,3,3,102,50,2,13,15,9,6,8,10,8,41,18,13,13,4,1,0
beardal01w,6,0,WAS,WNBA,30,30,1015,422,25,105,130,90,45,9,63,87,0.38,0.76,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beardal01w,7,0,WAS,WNBA,32,32,994,614,23,126,149,98,59,25,90,92,0.49,0.76,0.36,4,2,2,64,30,2,8,10,2,6,2,4,6,36,10,10,9,5,1,0
beardal01w,8,0,WAS,WNBA,33,33,1169,622,25,114,139,99,64,24,94,105,0.42,0.85,0.32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beardal01w,9,0,WAS,WNBA,33,33,1092,532,4,114,118,117,55,19,106,111,0.39,0.73,0.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beardal01w,10,0,WAS,WNBA,31,30,985,492,19,104,123,68,72,18,100,97,0.43,0.74,0.3,2,2,2,54,19,1,3,4,5,2,0,0,6,26,8,3,2,8,1,0
beckki01w,9,0,SEA,WNBA,17,0,93,17,2,10,12,6,4,2,4,7,0.44,0.83,0.67,0,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
bennije01w,6,0,IND,WNBA,10,0,52,9,3,3,6,4,1,1,4,5,0.38,0.75,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
berezva01w,9,0,SAS,WNBA,2,0,6,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
berthlu01w,3,0,CLE,WNBA,5,0,16,8,3,1,4,0,0,0,0,5,0.43,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
berthlu01w,4,0,CLE,WNBA,22,4,201,84,20,22,42,6,10,4,22,38,0.52,0.65,0.0,0,3,0,13,4,2,2,4,1,1,1,2,5,9,2,0,0,0,0,0
berthlu01w,5,0,HOU,WNBA,16,0,134,37,12,15,27,4,6,2,9,28,0.35,0.72,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beviltu01w,1,0,POR,WNBA,32,32,796,153,19,76,95,89,41,6,66,93,0.36,0.78,0.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beviltu01w,2,0,POR,WNBA,31,31,788,153,27,61,88,103,59,6,52,102,0.33,0.73,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beviltu01w,3,0,POR,WNBA,27,19,421,84,7,26,33,44,22,3,27,49,0.41,0.66,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beviltu01w,4,0,SEA,WNBA,31,0,252,58,9,17,26,32,14,1,20,30,0.33,0.76,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beviltu01w,5,0,SEA,WNBA,34,0,358,79,6,20,26,29,38,2,26,48,0.4,0.69,0.42,0,8,0,111,22,3,13,16,11,8,1,9,12,17,8,4,3,7,3,0
beviltu01w,6,0,IND,WNBA,31,31,873,194,12,51,63,80,60,0,51,69,0.39,0.55,0.38,0,4,4,152,27,1,8,9,11,7,1,10,12,25,8,7,5,14,6,0
beviltu01w,7,0,IND,WNBA,34,34,999,223,10,67,77,79,71,1,54,72,0.41,0.72,0.31,0,2,2,62,9,0,6,6,2,1,0,0,7,10,2,6,4,3,1,0
beviltu01w,8,0,IND,WNBA,34,34,901,180,15,60,75,92,56,2,53,88,0.44,0.68,0.37,0,6,6,215,44,5,11,16,19,11,0,8,17,44,13,12,10,28,8,1
beviltu01w,9,0,IND,WNBA,30,30,876,175,12,56,68,65,59,4,35,73,0.41,0.61,0.34,0,3,3,94,20,4,3,7,7,3,0,1,8,24,7,1,1,18,5,0
beviltu01w,10,0,IND,WNBA,34,32,861,209,12,67,79,97,62,8,48,76,0.38,0.67,0.35,0,10,10,224,53,5,18,23,20,12,1,11,25,53,18,10,7,32,10,0
bibbyje01w,1,0,NYL,WNBA,17,0,69,19,3,2,5,11,3,0,12,9,0.17,0.85,0.33,0,3,0,8,4,0,0,0,2,0,0,2,0,2,2,0,0,0,0,0
bibrzag01w,5,0,SAS,WNBA,24,9,465,159,5,23,28,40,21,7,32,38,0.36,0.88,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bibrzag01w,7,0,SAS,WNBA,32,22,751,361,10,56,66,48,26,12,47,49,0.42,0.87,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
birdsu01w,3,0,SEA,WNBA,32,32,1121,461,17,66,83,191,55,3,109,48,0.4,0.91,0.4,0,2,2,73,28,0,0,0,12,5,0,5,6,22,9,7,7,11,3,0
birdsu01w,4,0,SEA,WNBA,34,34,1136,420,22,91,113,221,48,1,110,47,0.42,0.88,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
birdsu01w,5,0,SEA,WNBA,34,34,1136,439,22,84,106,184,51,5,87,48,0.46,0.86,0.44,0,8,8,233,68,5,21,26,42,12,0,16,13,61,23,21,16,20,6,0
birdsu01w,6,0,SEA,WNBA,30,30,1020,364,21,51,72,176,29,6,87,46,0.44,0.86,0.44,0,3,3,103,27,1,4,5,13,3,0,4,6,33,9,8,7,15,2,0
birdsu01w,7,0,SEA,WNBA,34,34,1065,389,24,78,102,162,61,5,88,60,0.41,0.87,0.37,1,3,3,106,38,3,5,8,10,1,2,7,3,36,13,8,5,21,7,0
birdsu01w,8,0,SEA,WNBA,29,29,919,303,8,49,57,143,43,8,67,46,0.43,0.85,0.34,0,2,2,71,33,0,4,4,10,4,0,6,4,24,11,4,4,12,7,0
birdsu01w,9,0,SEA,WNBA,33,33,1111,465,14,70,84,169,39,3,88,61,0.44,0.87,0.34,0,3,3,111,59,0,7,7,9,4,0,6,3,50,23,8,8,17,5,0
birdsu01w,10,0,SEA,WNBA,31,31,1101,397,12,66,78,179,47,3,81,50,0.41,0.85,0.36,0,3,3,109,34,1,10,11,12,4,0,7,5,33,11,8,7,12,5,0
bjorkte01w,5,0,CHA,WNBA,4,0,13,2,0,0,0,0,0,0,1,1,0.33,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blackch01w,10,0,CON,WNBA,33,8,428,97,41,66,107,6,13,27,25,54,0.38,0.63,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blackde01w,1,0,MIA,WNBA,32,32,820,152,23,69,92,98,58,1,50,86,0.38,0.69,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blackde01w,2,0,MIA,WNBA,32,32,946,180,43,83,126,123,82,2,51,69,0.37,0.77,0.15,0,3,3,95,14,7,9,16,11,5,1,4,7,18,7,0,0,3,0,0
blackde01w,3,0,MIA,WNBA,32,32,899,153,41,82,123,137,59,5,32,75,0.4,0.76,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blackde01w,4,0,CON,WNBA,34,0,373,55,16,35,51,46,20,2,18,33,0.35,0.67,0.33,0,4,0,29,8,1,1,2,2,2,0,0,2,10,4,0,0,0,0,0
blackde01w,5,0,CON,WNBA,31,4,347,55,13,23,36,47,19,0,15,35,0.46,0.75,0.0,0,8,0,73,9,2,9,11,7,4,0,6,12,14,4,0,0,1,1,0
blodgci01w,1,0,SAC,WNBA,20,0,133,52,1,8,9,3,8,1,13,9,0.4,0.67,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blodgci01w,2,0,SAC,WNBA,11,0,72,34,1,8,9,6,6,1,11,6,0.45,0.0,0.53,0,2,0,7,6,0,2,2,1,0,0,1,1,4,2,2,1,2,1,0
blueni01w,7,0,WAS,WNBA,24,0,181,54,7,13,20,36,18,0,18,36,0.26,0.81,0.08,0,1,0,3,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0
